subj,group,cond,cond_other,choice,rt,acc,x_gaze,x_emo,x_head,x_all,cond_other_emo_head,cond_other_emo,cond_other_head
14,3,1,2,2,1030,0,Direct,Fearful,Deviated,Direct_Fearful_Deviated,4,2,2
14,3,1,2,1,748,1,Direct,Fearful,Deviated,Direct_Fearful_Deviated,4,2,2
14,3,1,2,1,496,1,Direct,Fearful,Forward,Direct_Fearful_Forward,2,2,1
14,3,2,2,2,706,1,Indirect,Fearful,Forward,Indirect_Fearful_Forward,2,2,1
14,3,2,2,2,1320,1,Indirect,Fearful,Deviated,Indirect_Fearful_Deviated,4,2,2
14,3,1,2,1,924,1,Direct,Fearful,Deviated,Direct_Fearful_Deviated,4,2,2
14,3,1,2,2,884,0,Direct,Fearful,Deviated,Direct_Fearful_Deviated,4,2,2
14,3,2,2,2,770,1,Indirect,Fearful,Deviated,Indirect_Fearful_Deviated,4,2,2
14,3,1,2,1,1074,1,Direct,Fearful,Deviated,Direct_Fearful_Deviated,4,2,2
14,3,2,2,2,924,1,Indirect,Fearful,Deviated,Indirect_Fearful_Deviated,4,2,2
14,3,2,2,2,769,1,Indirect,Fearful,Forward,Indirect_Fearful_Forward,2,2,1
14,3,2,2,2,686,1,Indirect,Fearful,Forward,Indirect_Fearful_Forward,2,2,1
14,3,2,2,2,642,1,Indirect,Fearful,Forward,Indirect_Fearful_Forward,2,2,1
14,3,2,2,2,1826,1,Indirect,Fearful,Forward,Indirect_Fearful_Forward,2,2,1
14,3,1,2,1,2083,1,Direct,Fearful,Deviated,Direct_Fearful_Deviated,4,2,2
14,3,1,2,1,784,1,Direct,Fearful,Deviated,Direct_Fearful_Deviated,4,2,2
14,3,1,2,2,1278,0,Direct,Fearful,Deviated,Direct_Fearful_Deviated,4,2,2
14,3,1,2,1,705,1,Direct,Fearful,Forward,Direct_Fearful_Forward,2,2,1
14,3,2,2,2,843,1,Indirect,Fearful,Deviated,Indirect_Fearful_Deviated,4,2,2
14,3,1,2,1,1556,1,Direct,Fearful,Deviated,Direct_Fearful_Deviated,4,2,2
14,3,2,2,2,714,1,Indirect,Fearful,Deviated,Indirect_Fearful_Deviated,4,2,2
14,3,2,2,2,796,1,Indirect,Fearful,Deviated,Indirect_Fearful_Deviated,4,2,2
14,3,2,2,2,620,1,Indirect,Fearful,Forward,Indirect_Fearful_Forward,2,2,1
14,3,1,2,1,698,1,Direct,Fearful,Forward,Direct_Fearful_Forward,2,2,1
14,3,1,2,1,772,1,Direct,Fearful,Forward,Direct_Fearful_Forward,2,2,1
14,3,1,2,1,1041,1,Direct,Fearful,Deviated,Direct_Fearful_Deviated,4,2,2
14,3,2,2,2,648,1,Indirect,Fearful,Deviated,Indirect_Fearful_Deviated,4,2,2
14,3,1,2,1,653,1,Direct,Fearful,Forward,Direct_Fearful_Forward,2,2,1
14,3,2,2,2,547,1,Indirect,Fearful,Forward,Indirect_Fearful_Forward,2,2,1
14,3,2,2,2,741,1,Indirect,Fearful,Deviated,Indirect_Fearful_Deviated,4,2,2
14,3,1,2,2,1147,0,Direct,Fearful,Forward,Direct_Fearful_Forward,2,2,1
14,3,2,2,2,795,1,Indirect,Fearful,Forward,Indirect_Fearful_Forward,2,2,1
14,3,2,2,2,613,1,Indirect,Fearful,Forward,Indirect_Fearful_Forward,2,2,1
14,3,1,2,1,661,1,Direct,Fearful,Deviated,Direct_Fearful_Deviated,4,2,2
14,3,2,2,2,572,1,Indirect,Fearful,Forward,Indirect_Fearful_Forward,2,2,1
14,3,1,2,2,1443,0,Direct,Fearful,Deviated,Direct_Fearful_Deviated,4,2,2
15,3,1,1,2,1404,0,Direct,Neutral,Deviated,Direct_Neutral_Deviated,3,1,2
15,3,2,1,2,1009,1,Indirect,Neutral,Forward,Indirect_Neutral_Forward,1,1,1
15,3,2,1,1,1431,0,Indirect,Neutral,Forward,Indirect_Neutral_Forward,1,1,1
15,3,1,1,1,1162,1,Direct,Neutral,Forward,Direct_Neutral_Forward,1,1,1
15,3,2,1,2,1145,1,Indirect,Neutral,Forward,Indirect_Neutral_Forward,1,1,1
15,3,1,1,1,918,1,Direct,Neutral,Forward,Direct_Neutral_Forward,1,1,1
15,3,1,1,1,884,1,Direct,Neutral,Forward,Direct_Neutral_Forward,1,1,1
15,3,2,1,2,932,1,Indirect,Neutral,Deviated,Indirect_Neutral_Deviated,3,1,2
15,3,1,1,1,883,1,Direct,Neutral,Forward,Direct_Neutral_Forward,1,1,1
15,3,2,1,2,873,1,Indirect,Neutral,Forward,Indirect_Neutral_Forward,1,1,1
15,3,1,1,2,743,0,Direct,Neutral,Deviated,Direct_Neutral_Deviated,3,1,2
15,3,2,1,1,666,0,Indirect,Neutral,Forward,Indirect_Neutral_Forward,1,1,1
15,3,1,1,2,792,0,Direct,Neutral,Deviated,Direct_Neutral_Deviated,3,1,2
15,3,2,1,2,821,1,Indirect,Neutral,Deviated,Indirect_Neutral_Deviated,3,1,2
15,3,1,1,2,809,0,Direct,Neutral,Deviated,Direct_Neutral_Deviated,3,1,2
15,3,2,1,2,734,1,Indirect,Neutral,Deviated,Indirect_Neutral_Deviated,3,1,2
15,3,2,1,2,1057,1,Indirect,Neutral,Forward,Indirect_Neutral_Forward,1,1,1
15,3,1,1,2,790,0,Direct,Neutral,Deviated,Direct_Neutral_Deviated,3,1,2
15,3,2,1,2,728,1,Indirect,Neutral,Deviated,Indirect_Neutral_Deviated,3,1,2
15,3,1,1,2,741,0,Direct,Neutral,Deviated,Direct_Neutral_Deviated,3,1,2
15,3,2,1,2,1626,1,Indirect,Neutral,Deviated,Indirect_Neutral_Deviated,3,1,2
15,3,1,1,1,742,1,Direct,Neutral,Forward,Direct_Neutral_Forward,1,1,1
15,3,2,1,2,1779,1,Indirect,Neutral,Forward,Indirect_Neutral_Forward,1,1,1
15,3,1,1,1,763,1,Direct,Neutral,Forward,Direct_Neutral_Forward,1,1,1
15,3,1,1,1,780,1,Direct,Neutral,Forward,Direct_Neutral_Forward,1,1,1
15,3,1,1,1,1034,1,Direct,Neutral,Forward,Direct_Neutral_Forward,1,1,1
15,3,2,1,2,694,1,Indirect,Neutral,Deviated,Indirect_Neutral_Deviated,3,1,2
15,3,2,1,2,787,1,Indirect,Neutral,Deviated,Indirect_Neutral_Deviated,3,1,2
15,3,1,1,1,1303,1,Direct,Neutral,Forward,Direct_Neutral_Forward,1,1,1
15,3,2,1,2,1777,1,Indirect,Neutral,Forward,Indirect_Neutral_Forward,1,1,1
15,3,1,1,1,1299,1,Direct,Neutral,Deviated,Direct_Neutral_Deviated,3,1,2
15,3,2,1,2,939,1,Indirect,Neutral,Forward,Indirect_Neutral_Forward,1,1,1
15,3,1,1,1,1376,1,Direct,Neutral,Deviated,Direct_Neutral_Deviated,3,1,2
15,3,2,1,2,832,1,Indirect,Neutral,Deviated,Indirect_Neutral_Deviated,3,1,2
15,3,2,1,2,818,1,Indirect,Neutral,Deviated,Indirect_Neutral_Deviated,3,1,2
15,3,1,1,1,736,1,Direct,Neutral,Forward,Direct_Neutral_Forward,1,1,1
15,3,1,1,1,850,1,Direct,Neutral,Deviated,Direct_Neutral_Deviated,3,1,2
15,3,1,1,1,915,1,Direct,Neutral,Deviated,Direct_Neutral_Deviated,3,1,2
15,3,2,1,2,888,1,Indirect,Neutral,Deviated,Indirect_Neutral_Deviated,3,1,2
15,3,1,1,2,717,0,Direct,Neutral,Deviated,Direct_Neutral_Deviated,3,1,2
15,3,1,1,1,754,1,Direct,Neutral,Forward,Direct_Neutral_Forward,1,1,1
15,3,1,1,1,1039,1,Direct,Neutral,Deviated,Direct_Neutral_Deviated,3,1,2
15,3,2,1,2,2026,1,Indirect,Neutral,Forward,Indirect_Neutral_Forward,1,1,1
15,3,2,1,2,826,1,Indirect,Neutral,Deviated,Indirect_Neutral_Deviated,3,1,2
15,3,2,1,2,1006,1,Indirect,Neutral,Deviated,Indirect_Neutral_Deviated,3,1,2
15,3,1,1,1,1172,1,Direct,Neutral,Forward,Direct_Neutral_Forward,1,1,1
15,3,2,1,2,658,1,Indirect,Neutral,Deviated,Indirect_Neutral_Deviated,3,1,2
15,3,1,1,1,691,1,Direct,Neutral,Forward,Direct_Neutral_Forward,1,1,1
15,3,1,1,1,1004,1,Direct,Neutral,Deviated,Direct_Neutral_Deviated,3,1,2
15,3,2,1,2,781,1,Indirect,Neutral,Deviated,Indirect_Neutral_Deviated,3,1,2
15,3,1,1,1,665,1,Direct,Neutral,Forward,Direct_Neutral_Forward,1,1,1
15,3,1,1,1,750,1,Direct,Neutral,Forward,Direct_Neutral_Forward,1,1,1
15,3,2,1,2,650,1,Indirect,Neutral,Deviated,Indirect_Neutral_Deviated,3,1,2
15,3,1,1,1,922,1,Direct,Neutral,Deviated,Direct_Neutral_Deviated,3,1,2
15,3,1,1,1,1028,1,Direct,Neutral,Deviated,Direct_Neutral_Deviated,3,1,2
15,3,2,1,2,895,1,Indirect,Neutral,Deviated,Indirect_Neutral_Deviated,3,1,2
15,3,1,1,1,744,1,Direct,Neutral,Deviated,Direct_Neutral_Deviated,3,1,2
15,3,1,1,1,865,1,Direct,Neutral,Forward,Direct_Neutral_Forward,1,1,1
15,3,1,1,1,636,1,Direct,Neutral,Forward,Direct_Neutral_Forward,1,1,1
15,3,2,1,2,1014,1,Indirect,Neutral,Deviated,Indirect_Neutral_Deviated,3,1,2
15,3,1,1,1,1029,1,Direct,Neutral,Deviated,Direct_Neutral_Deviated,3,1,2
15,3,1,1,1,707,1,Direct,Neutral,Forward,Direct_Neutral_Forward,1,1,1
15,3,1,1,1,698,1,Direct,Neutral,Deviated,Direct_Neutral_Deviated,3,1,2
15,3,2,1,2,1429,1,Indirect,Neutral,Forward,Indirect_Neutral_Forward,1,1,1
15,3,1,1,1,802,1,Direct,Neutral,Forward,Direct_Neutral_Forward,1,1,1
15,3,1,1,2,655,0,Direct,Neutral,Deviated,Direct_Neutral_Deviated,3,1,2
15,3,2,1,2,1123,1,Indirect,Neutral,Forward,Indirect_Neutral_Forward,1,1,1
15,3,1,1,1,733,1,Direct,Neutral,Forward,Direct_Neutral_Forward,1,1,1
15,3,2,1,2,955,1,Indirect,Neutral,Forward,Indirect_Neutral_Forward,1,1,1
15,3,2,1,2,796,1,Indirect,Neutral,Deviated,Indirect_Neutral_Deviated,3,1,2
15,3,1,1,1,813,1,Direct,Neutral,Forward,Direct_Neutral_Forward,1,1,1
